хуфз,╧иф╠╢ЗбК,цШЁф,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,©╙ел╪ш,г╟йуел,уг╣Ь╤Н,уг╣Ь╥Ы,╩╩йжбй,Ёи╫╩а©,Ёи╫╩╫П╤Н,вэйпж╣,аВм╗йпж╣
2017-12-20,'000502,бл╬╟©ь╧и,10.15,10.22,10.02,10.14,10.18,-0.03,-0.2947,0.4876,894078,9046192.14,1875919011.05,1860998511.05
2017-12-19,'000502,бл╬╟©ь╧и,10.18,10.27,10.03,10.05,10.11,0.07,0.6924,0.9639,1767385,17923099.77,1881463599.26,1866498999.26
2017-12-18,'000502,бл╬╟©ь╧и,10.11,10.21,9.96,10.19,10.19,-0.08,-0.7851,0.9555,1751902,17605732.68,1868526226.77,1853664526.77
2017-12-15,'000502,бл╬╟©ь╧и,10.19,10.2,10.05,10.05,10.17,0.02,0.1967,1.0859,1991017,20177618.16,1883311795.33,1868332495.33
2017-12-14,'000502,бл╬╟©ь╧и,10.17,10.22,9.94,10.07,10.08,0.09,0.8929,1.2009,2201820,22218618.76,1879615403.19,1864665503.19
2017-12-13,'000502,бл╬╟©ь╧и,10.08,10.46,10.04,10.36,10.37,-0.29,-2.7965,1.4299,2621628,26584842.3,1862981638.56,1848164038.56
2017-12-12,'000502,бл╬╟©ь╧и,10.37,10.65,10.37,10.63,10.64,-0.27,-2.5376,0.3681,674900,7072532.0,1916579324.59,1901335424.59
2017-12-11,'000502,бл╬╟©ь╧и,10.64,10.68,10.36,10.64,10.64,0.0,0.0,1.0426,1911605,20170609.76,1966480618.48,1950839818.48
2017-12-08,'000502,бл╬╟©ь╧и,10.64,10.66,10.46,10.52,10.58,0.06,0.5671,0.912,1672227,17707363.69,1966480618.48,1950839818.48
2017-12-07,'000502,бл╬╟©ь╧и,10.58,10.69,10.23,10.69,10.61,-0.03,-0.2828,0.9746,1786853,18835655.37,1955391442.06,1939838842.06
2017-12-06,'000502,бл╬╟©ь╧и,10.61,10.64,10.29,10.41,10.42,0.19,1.8234,0.7418,1360014,14195801.68,1960936030.27,1945339330.27
2017-12-05,'000502,бл╬╟©ь╧и,10.42,10.47,10.27,10.3,10.42,0.0,0.0,1.2649,2319199,24035881.3,1925820304.94,1910502904.94
2017-12-04,'000502,бл╬╟©ь╧и,10.42,10.5,10.27,10.4,10.54,-0.12,-1.1385,1.0087,1849362,19162532.06,1925820304.94,1910502904.94
2017-12-01,'000502,бл╬╟©ь╧и,10.54,10.67,9.94,10.23,10.4,0.14,1.3462,1.9561,3586445,36692983.46,1947998657.78,1932504857.78
2017-11-30,'000502,бл╬╟©ь╧и,10.4,11.2,10.34,11.11,11.16,-0.76,-6.81,2.0554,3768583,40629113.89,1922123912.8,1906835912.8
2017-11-29,'000502,бл╬╟©ь╧и,11.16,11.21,10.95,11.2,11.21,-0.05,-0.446,0.5046,925202,10244540.96,2062586814.12,2046181614.12
2017-11-28,'000502,бл╬╟©ь╧и,11.21,11.23,11.01,11.06,11.1,0.11,0.991,0.5028,921859,10273220.95,2071827794.47,2055349094.47
2017-11-27,'000502,бл╬╟©ь╧и,11.1,11.15,10.92,11.09,11.1,0.0,0.0,0.6131,1124101,12379705.99,2051497637.7,2035180637.7
2017-11-24,'000502,бл╬╟©ь╧и,11.1,11.19,10.97,11.0,11.03,0.07,0.6346,0.6096,1117686,12409034.16,2051497637.7,2035180637.7
2017-11-23,'000502,бл╬╟©ь╧и,11.03,11.42,11.03,11.42,11.42,-0.39,-3.4151,1.0681,1958377,21888803.16,2038560265.21,2022346165.21
2017-11-22,'000502,бл╬╟©ь╧и,11.42,11.49,11.27,11.37,11.37,0.05,0.4398,0.8316,1524795,17335742.03,2110639911.94,2093852511.94
2017-11-21,'000502,бл╬╟©ь╧и,11.37,11.59,11.2,11.4,11.48,-0.11,-0.9582,1.1761,2156336,24455495.03,2101398931.59,2084685031.59
2017-11-20,'000502,бл╬╟©ь╧и,11.48,11.7,11.1,11.7,11.75,-0.27,-2.2979,1.7152,3144826,35773208.54,2121729088.36,2104853488.36
2017-11-17,'000502,бл╬╟©ь╧и,11.75,12.3,11.68,12.23,12.32,-0.57,-4.6266,2.4514,4494548,53800077.46,2171630382.25,2154357882.25
2017-11-16,'000502,бл╬╟©ь╧и,12.32,12.61,12.32,12.48,12.54,-0.22,-1.7544,1.221,2238752,27941096.3,2276977558.24,2258867158.24
2017-11-15,'000502,бл╬╟©ь╧и,12.54,12.59,12.26,12.37,12.42,0.12,0.9662,1.4377,2635934,32751168.15,2317637871.78,2299204071.78
2017-11-14,'000502,бл╬╟©ь╧и,12.42,13.08,12.32,12.94,12.95,-0.53,-4.0927,3.1066,5695885,71827999.87,2295459518.94,2277202118.94
2017-11-13,'000502,бл╬╟©ь╧и,12.95,13.18,12.85,13.18,13.19,-0.24,-1.8196,2.1596,3959579,51405338.46,2393413910.65,2374377410.65
2017-11-10,'000502,бл╬╟©ь╧и,13.19,13.19,12.73,12.91,13.02,0.17,1.3057,2.9836,5470429,70793049.65,2437770616.33,2418381316.33
2017-11-09,'000502,бл╬╟©ь╧и,13.02,13.38,12.52,12.57,12.48,0.54,4.3269,5.3186,9751659,126202313.97,2406351283.14,2387211883.14
2017-11-08,'000502,бл╬╟©ь╧и,12.48,12.55,12.28,12.48,12.47,0.01,0.0802,2.1317,3908380,48514104.81,2306548695.36,2288203095.36
2017-11-07,'000502,бл╬╟©ь╧и,12.47,12.49,12.22,12.42,12.47,0.0,0.0,1.9757,3622447,44671487.71,2304700499.29,2286369599.29
2017-11-06,'000502,бл╬╟©ь╧и,12.47,12.49,11.95,11.95,11.98,0.49,4.0902,3.4028,6239076,76842737.19,2304700499.29,2286369599.29
2017-11-03,'000502,бл╬╟©ь╧и,11.98,12.26,11.92,12.15,12.09,-0.11,-0.9098,1.7301,3172200,38383561.85,2214138891.86,2196528291.86
2017-11-02,'000502,бл╬╟©ь╧и,12.09,12.33,12.02,12.05,12.01,0.08,0.6661,1.8478,3388019,41176921.53,2234469048.63,2216696748.63
2017-11-01,'000502,бл╬╟©ь╧и,12.01,12.14,11.81,11.91,11.96,0.05,0.4181,1.4186,2601000,31304540.97,2219683480.07,2202028780.07
2017-10-31,'000502,бл╬╟©ь╧и,11.96,11.97,11.76,11.79,11.9,0.06,0.5042,1.2499,2291653,27138849.28,2210442499.72,2192861299.72
2017-10-30,'000502,бл╬╟©ь╧и,11.9,12.23,11.7,12.12,12.24,-0.34,-2.7778,1.6008,2935000,35047930.36,2199353323.3,2181860323.3
2017-10-27,'000502,бл╬╟©ь╧и,12.24,12.33,11.98,12.27,12.01,0.23,1.9151,2.5886,4746209,57745603.81,2262191989.68,2244199189.68
2017-10-26,'000502,бл╬╟©ь╧и,12.01,12.01,11.61,11.91,12.0,0.01,0.0833,1.5414,2826195,33480360.23,2219683480.07,2202028780.07
2017-10-25,'000502,бл╬╟©ь╧и,12.0,12.18,11.89,11.92,12.0,0.0,0.0,1.3249,2429244,29183754.7,2217835284.0,2200195284.0
2017-10-24,'000502,бл╬╟©ь╧и,12.0,12.4,11.87,12.4,11.9,0.1,0.8403,2.2731,4167737,50518741.54,2217835284.0,2200195284.0
2017-10-23,'000502,бл╬╟©ь╧и,11.9,11.92,11.74,11.87,11.84,0.06,0.5068,0.886,1624392,19216143.7,2199353323.3,2181860323.3
2017-10-20,'000502,бл╬╟©ь╧и,11.84,11.85,11.21,11.51,11.55,0.29,2.5108,0.6803,1247346,14499328.15,2188264146.88,2170859346.88
2017-10-19,'000502,бл╬╟©ь╧и,11.55,11.84,11.54,11.83,11.83,-0.28,-2.3669,0.8671,1589802,18482696.23,2134666460.85,2117687960.85
2017-10-18,'000502,бл╬╟©ь╧и,11.83,11.98,11.73,11.82,12.03,-0.2,-1.6625,1.2502,2292301,27148917.59,2186415950.81,2169025850.81
2017-10-17,'000502,бл╬╟©ь╧и,12.03,12.22,11.5,11.52,11.56,0.47,4.0657,2.4378,4469641,53157770.17,2223379872.21,2205695772.21
2017-10-16,'000502,бл╬╟©ь╧и,11.56,11.98,11.56,11.97,11.96,-0.4,-3.3445,1.4367,2634150,30854824.74,2136514656.92,2119521456.92
2017-10-13,'000502,бл╬╟©ь╧и,11.96,11.97,11.74,11.94,11.89,0.07,0.5887,1.1662,2138216,25389931.12,2210442499.72,2192861299.72
2017-10-12,'000502,бл╬╟©ь╧и,11.89,12.15,11.8,12.01,12.13,-0.24,-1.9786,1.5523,2846088,33961606.03,2197505127.23,2180026827.23
2017-10-11,'000502,бл╬╟©ь╧и,12.13,12.43,12.0,12.0,12.08,0.05,0.4139,2.3058,4227597,51795272.4,2241861832.91,2224030732.91
2017-10-10,'000502,бл╬╟©ь╧и,12.08,12.24,11.6,11.66,11.66,0.42,3.6021,2.2246,4078800,49122272.14,2232620852.56,2214863252.56
2017-10-09,'000502,бл╬╟©ь╧и,11.66,11.72,11.53,11.62,11.57,0.09,0.7779,0.9062,1661548,19355018.64,2154996617.62,2137856417.62
2017-09-29,'000502,бл╬╟©ь╧и,11.57,11.58,11.31,11.45,11.53,0.04,0.3469,1.1228,2058611,23614410.01,2138362852.99,2121354952.99
2017-09-28,'000502,бл╬╟©ь╧и,11.53,11.82,11.53,11.72,11.86,-0.33,-2.7825,1.3991,2565286,29912265.39,2130970068.71,2114020968.71
2017-09-27,'000502,бл╬╟©ь╧и,11.86,11.92,11.75,11.75,11.82,0.04,0.3384,0.6579,1206299,14257710.19,2191960539.02,2174526339.02
2017-09-26,'000502,бл╬╟©ь╧и,11.82,12.03,11.75,11.91,11.97,-0.15,-1.2531,1.0425,1911402,22688780.55,2184567754.74,2167192354.74
2017-09-25,'000502,бл╬╟©ь╧и,11.97,12.19,11.91,12.15,12.04,-0.07,-0.5814,0.977,1791323,21573865.61,2212290695.79,2194694795.79
2017-09-22,'000502,бл╬╟©ь╧и,12.04,12.15,11.91,12.06,12.11,-0.07,-0.578,1.0056,1843736,22165177.48,2225228068.28,2207529268.28
2017-09-21,'000502,бл╬╟©ь╧и,12.11,12.31,12.08,12.3,12.32,-0.21,-1.7045,1.3609,2495163,30380274.01,2238165440.77,2220363740.77
2017-09-20,'000502,бл╬╟©ь╧и,12.32,12.46,12.17,12.46,12.39,-0.07,-0.565,1.5815,2899640,35646402.33,2276977558.24,2258867158.24
2017-09-19,'000502,бл╬╟©ь╧и,12.39,12.45,11.89,11.92,11.92,0.47,3.943,3.0591,5608849,68844385.34,2289914930.73,2271701630.73
2017-09-18,'000502,бл╬╟©ь╧и,11.92,12.08,11.85,11.89,11.87,0.05,0.4212,1.2845,2355141,28076014.17,2203049715.44,2185527315.44
2017-09-15,'000502,бл╬╟©ь╧и,11.87,12.29,11.83,12.25,12.25,-0.38,-3.102,1.9188,3518089,42455128.3,2193808735.09,2176359835.09
2017-09-14,'000502,бл╬╟©ь╧и,12.25,12.36,12.16,12.33,12.37,-0.12,-0.9701,1.3129,2407226,29454115.31,2264040185.75,2246032685.75
2017-09-13,'000502,бл╬╟©ь╧и,12.37,12.47,12.28,12.46,12.48,-0.11,-0.8814,1.1572,2121710,26272586.5,2286218538.59,2268034638.59
2017-09-12,'000502,бл╬╟©ь╧и,12.48,12.56,12.26,12.48,12.51,-0.03,-0.2398,2.0821,3817514,47281558.02,2306548695.36,2288203095.36
2017-09-11,'000502,бл╬╟©ь╧и,12.51,12.56,12.3,12.35,12.37,0.14,1.1318,2.3391,4288642,53436335.26,2312093283.57,2293703583.57
2017-09-08,'000502,бл╬╟©ь╧и,12.37,12.44,12.1,12.12,12.17,0.2,1.6434,1.5746,2886973,35533973.41,2286218538.59,2268034638.59
2017-09-07,'000502,бл╬╟©ь╧и,12.17,12.41,12.15,12.31,12.31,-0.14,-1.1373,1.2924,2369629,29150816.63,2249254617.19,2231364717.19
2017-09-06,'000502,бл╬╟©ь╧и,12.31,12.43,12.16,12.24,12.23,0.08,0.6541,1.3607,2494892,30692962.51,2275129362.17,2257033662.17
2017-09-05,'000502,бл╬╟©ь╧и,12.23,12.32,12.12,12.22,12.19,0.04,0.3281,1.2086,2215948,27056403.26,2260343793.61,2242365693.61
2017-09-04,'000502,бл╬╟©ь╧и,12.19,12.39,12.15,12.32,12.4,-0.21,-1.6935,1.7429,3195591,39072569.38,2252951009.33,2235031709.33
2017-09-01,'000502,бл╬╟©ь╧и,12.4,12.5,12.21,12.35,12.4,0.0,0.0,1.821,3338797,41257702.2,2291763126.8,2273535126.8
2017-08-31,'000502,бл╬╟©ь╧и,12.4,12.43,12.18,12.33,12.32,0.08,0.6494,1.584,2904328,35746249.57,2291763126.8,2273535126.8
2017-08-30,'000502,бл╬╟©ь╧и,12.32,12.61,12.23,12.39,12.45,-0.13,-1.0442,2.7574,5055606,62790189.2,2276977558.24,2258867158.24
2017-08-29,'000502,бл╬╟©ь╧и,12.45,12.46,11.98,12.07,12.07,0.38,3.1483,3.2455,5950558,73246844.86,2301004107.15,2282702607.15
2017-08-28,'000502,бл╬╟©ь╧и,12.07,12.08,11.92,12.04,12.02,0.05,0.416,2.0269,3716344,44600730.58,2230772656.49,2213029756.49
2017-08-25,'000502,бл╬╟©ь╧и,12.02,12.2,11.62,11.83,11.8,0.22,1.8644,2.2682,4158662,49754770.04,2221531676.14,2203862276.14
2017-08-24,'000502,бл╬╟©ь╧и,11.8,12.08,11.75,11.96,12.03,-0.23,-1.9119,1.9281,3535074,41979244.02,2180871362.6,2163525362.6
2017-08-23,'000502,бл╬╟©ь╧и,12.03,12.2,11.47,11.5,11.57,0.46,3.9758,3.5927,6587221,78783615.46,2223379872.21,2205695772.21
2017-08-22,'000502,бл╬╟©ь╧и,11.57,11.62,11.5,11.5,11.59,-0.02,-0.1726,0.8759,1605906,18553316.61,2138362852.99,2121354952.99
2017-08-21,'000502,бл╬╟©ь╧и,11.59,11.71,11.42,11.47,11.48,0.11,0.9582,2.1911,4017370,46446753.8,2142059245.13,2125021945.13
2017-08-18,'000502,бл╬╟©ь╧и,11.48,11.5,11.34,11.49,11.6,-0.12,-1.0345,1.112,2038890,23300966.62,2121729088.36,2104853488.36
2017-08-17,'000502,бл╬╟©ь╧и,11.6,11.65,11.33,11.42,11.46,0.14,1.2216,1.3072,2396745,27665112.98,2143907441.2,2126855441.2
2017-08-16,'000502,бл╬╟©ь╧и,11.46,11.47,11.18,11.33,11.33,0.13,1.1474,1.31,2401833,27299856.87,2118032696.22,2101186496.22
2017-08-15,'000502,бл╬╟©ь╧и,11.33,11.35,11.18,11.28,11.28,0.05,0.4433,0.8684,1592131,17960607.26,2094006147.31,2077351047.31
2017-08-14,'000502,бл╬╟©ь╧и,11.28,11.38,11.08,11.14,11.13,0.15,1.3477,0.7696,1410979,15848677.44,2084765166.96,2068183566.96
2017-08-11,'000502,бл╬╟©ь╧и,11.13,11.36,11.08,11.28,11.39,-0.26,-2.2827,1.121,2055332,23009920.93,2057042225.91,2040681125.91
2017-08-10,'000502,бл╬╟©ь╧и,11.39,11.55,11.2,11.29,11.29,0.1,0.8857,2.3831,4369400,49825904.05,2105095323.73,2088352023.73
2017-08-09,'000502,бл╬╟©ь╧и,11.29,11.36,11.1,11.15,11.16,0.13,1.1649,1.2938,2372188,26711719.86,2086613363.03,2070017063.03
2017-08-08,'000502,бл╬╟©ь╧и,11.16,11.17,11.03,11.12,11.12,0.04,0.3597,0.9318,1708515,18951189.35,2062586814.12,2046181614.12
2017-08-07,'000502,бл╬╟©ь╧и,11.12,11.26,11.03,11.11,11.21,-0.09,-0.8029,1.1633,2132962,23704327.63,2055194029.84,2038847629.84
2017-08-04,'000502,бл╬╟©ь╧и,11.21,11.43,10.91,11.02,11.02,0.19,1.7241,1.9774,3625576,40565996.6,2071827794.47,2055349094.47
2017-08-03,'000502,бл╬╟©ь╧и,11.02,11.14,10.88,10.9,10.99,0.03,0.273,0.8779,1609609,17743786.53,2036712069.14,2020512669.14
2017-08-02,'000502,бл╬╟©ь╧и,10.99,11.35,10.98,11.35,11.19,-0.2,-1.7873,1.4206,2604711,29046793.25,2031167480.93,2015012180.93
2017-08-01,'000502,бл╬╟©ь╧и,11.19,11.2,10.91,10.95,10.96,0.23,2.0985,1.5885,2912495,32174445.15,2068131402.33,2051682102.33
2017-07-31,'000502,бл╬╟©ь╧и,10.96,11.08,10.88,10.99,10.99,-0.03,-0.273,1.5845,2905194,31850788.04,2025622892.72,2009511692.72
2017-07-28,'000502,бл╬╟©ь╧и,10.99,11.25,10.91,11.11,11.2,-0.21,-1.875,1.3857,2540648,28141731.76,2031167480.93,2015012180.93
2017-07-27,'000502,бл╬╟©ь╧и,11.2,11.33,10.96,11.02,11.0,0.2,1.8182,1.5707,2879903,32171219.1,2069979598.4,2053515598.4
2017-07-26,'000502,бл╬╟©ь╧и,11.0,11.05,10.85,10.99,11.01,-0.01,-0.0908,1.2931,2370924,25953332.51,2033015677.0,2016845677.0
2017-07-25,'000502,бл╬╟©ь╧и,11.01,11.09,10.91,11.02,11.0,0.01,0.0909,0.9032,1656003,18213365.0,2034863873.07,2018679173.07
2017-07-24,'000502,бл╬╟©ь╧и,11.0,11.13,10.85,11.03,11.01,-0.01,-0.0908,1.0282,1885201,20745598.4,2033015677.0,2016845677.0
2017-07-21,'000502,бл╬╟©ь╧и,11.01,11.27,10.97,10.97,10.97,0.04,0.3646,0.9715,1781213,19714884.37,2034863873.07,2018679173.07
2017-07-20,'000502,бл╬╟©ь╧и,10.97,11.38,10.79,10.8,10.85,0.12,1.106,1.4789,2711340,30066305.0,2027471088.79,2011120578.04
2017-07-19,'000502,бл╬╟©ь╧и,10.85,10.92,10.63,10.69,10.78,0.07,0.6494,1.1896,2180905,23526498.64,2005292735.95,1989121082.2
2017-07-18,'000502,бл╬╟©ь╧и,10.78,10.88,10.22,10.48,10.72,0.06,0.5597,2.0559,3769060,39806646.34,1992355363.46,1976288042.96
2017-07-17,'000502,бл╬╟©ь╧и,10.72,11.79,10.72,11.79,11.91,-1.19,-9.9916,3.699,6781406,74426169.88,1981266187.04,1965288295.04
2017-07-14,'000502,бл╬╟©ь╧и,11.91,12.13,11.86,12.13,12.22,-0.31,-2.5368,1.9763,3623151,43333867.32,2201201519.37,2183449962.12
2017-07-13,'000502,бл╬╟©ь╧и,12.22,12.32,12.13,12.18,12.2,0.02,0.1639,1.1147,2043543,25000915.7,2258495597.54,2240281993.04
2017-07-12,'000502,бл╬╟©ь╧и,12.2,12.42,12.03,12.35,12.42,-0.22,-1.7713,1.6807,3081242,37551726.64,2254799205.4,2236615410.4
2017-07-11,'000502,бл╬╟©ь╧и,12.42,12.53,12.3,12.5,12.55,-0.13,-1.0359,1.8314,3357513,41639183.07,2295459518.94,2276947819.44
2017-07-10,'000502,бл╬╟©ь╧и,12.55,12.88,12.52,12.78,12.8,-0.25,-1.9531,1.8985,3480494,44045555.97,2319486067.85,2300780606.6
2017-07-07,'000502,бл╬╟©ь╧и,12.8,12.87,12.5,12.65,12.67,0.13,1.026,2.788,5111128,64604850.07,2365690969.6,2346612889.6
2017-07-06,'000502,бл╬╟©ь╧и,12.67,12.82,12.36,12.4,12.45,0.22,1.7671,3.1574,5788418,73129364.37,2341664420.69,2322780102.44
2017-07-05,'000502,бл╬╟©ь╧и,12.45,12.6,12.15,12.23,12.18,0.27,2.2167,3.2574,5971802,74184075.01,2301004107.15,2282447693.4
2017-07-04,'000502,бл╬╟©ь╧и,12.18,12.35,12.11,12.22,12.25,-0.07,-0.5714,1.504,2757217,33725566.76,2251102813.26,2232948827.76
2017-07-03,'000502,бл╬╟©ь╧и,12.25,12.34,12.08,12.08,12.08,0.17,1.4073,1.9087,3499262,42632636.9,2264040185.75,2245781867.0
2017-06-30,'000502,бл╬╟©ь╧и,12.08,12.12,11.97,12.01,12.11,-0.03,-0.2477,1.3811,2531902,30493610.33,2232620852.56,2214615914.56
2017-06-29,'000502,бл╬╟©ь╧и,12.11,12.21,12.03,12.09,12.08,0.03,0.2483,1.9018,3486604,42264089.44,2238165440.77,2220115788.52
2017-06-28,'000502,бл╬╟©ь╧и,12.08,12.48,12.0,12.3,12.33,-0.25,-2.0276,2.4894,4563754,55482058.66,2232620852.56,2214615914.56
2017-06-27,'000502,бл╬╟©ь╧и,12.33,12.57,12.24,12.35,12.36,-0.03,-0.2427,1.9666,3605300,44802291.42,2278825754.31,2260448197.56
2017-06-26,'000502,бл╬╟©ь╧и,12.36,12.4,11.98,12.18,12.14,0.22,1.8122,3.1637,5799983,70936936.55,2284370342.52,2265948071.52
2017-06-23,'000502,бл╬╟©ь╧и,12.14,12.38,11.82,12.16,12.24,-0.1,-0.817,3.9879,7310935,88497467.27,2243710028.98,2225615662.48
2017-06-22,'000502,бл╬╟©ь╧и,12.24,13.24,12.23,13.02,13.0,-0.76,-5.8462,5.6288,10319171,132136632.35,2262191989.68,2243948575.68
2017-06-21,'000502,бл╬╟©ь╧и,13.0,13.08,12.53,12.75,12.75,0.25,1.9608,3.6497,6690949,85856133.8,2402654891.0,2383278716.0
2017-06-20,'000502,бл╬╟©ь╧и,12.75,13.18,12.69,13.12,13.09,-0.34,-2.5974,4.2167,7730430,99809359.1,2356449989.25,2337446433.0
2017-06-19,'000502,бл╬╟©ь╧и,13.09,13.25,12.72,12.97,12.96,0.13,1.0031,4.0282,7384794,95966110.28,2419288655.63,2399778337.88
2017-06-16,'000502,бл╬╟©ь╧и,12.96,13.37,12.65,12.68,12.7,0.26,2.0472,5.9665,10938409,142417476.6,2395262106.72,2375945550.72
2017-06-15,'000502,бл╬╟©ь╧и,12.7,12.88,12.31,12.49,12.28,0.42,3.4202,5.416,9929192,124984428.55,2347209008.9,2328279976.4
2017-06-14,'000502,бл╬╟©ь╧и,12.28,12.66,12.21,12.59,12.66,-0.38,-3.0016,4.8755,8938155,110538781.14,2269584773.96,2251281740.96
2017-06-13,'000502,бл╬╟©ь╧и,12.66,12.87,11.93,12.04,12.21,0.45,3.6855,7.6319,13991478,173407895.83,2339816224.62,2320946811.12
2017-06-12,'000502,бл╬╟©ь╧и,12.21,13.23,12.06,13.09,13.38,-1.17,-8.7444,7.1188,13050904,164672174.36,2256647401.47,2238448701.72
2017-06-09,'000502,бл╬╟©ь╧и,13.38,13.96,13.02,13.69,14.07,-0.69,-4.9041,8.7921,16118420,216984775.32,2472886341.66,2452943786.16
2017-06-08,'000502,бл╬╟©ь╧и,0.0,0.0,0.0,0.0,14.07,None,None,0.0,0,0.0,2600411870.49,2579440887.24
2017-06-07,'000502,бл╬╟©ь╧и,0.0,0.0,0.0,0.0,14.07,None,None,0.0,0,0.0,2600411870.49,2579440887.24
2017-06-06,'000502,бл╬╟©ь╧и,0.0,0.0,0.0,0.0,14.07,None,None,0.0,0,0.0,2600411870.49,2579440887.24
2017-06-05,'000502,бл╬╟©ь╧и,0.0,0.0,0.0,0.0,14.07,None,None,0.0,0,0.0,2600411870.49,2579440887.24
2017-06-02,'000502,бл╬╟©ь╧и,0.0,0.0,0.0,0.0,14.07,None,None,0.0,0,0.0,2600411870.49,2579440887.24
2017-06-01,'000502,бл╬╟©ь╧и,0.0,0.0,0.0,0.0,14.07,None,None,0.0,0,0.0,2600411870.49,2579440887.24
2017-05-31,'000502,бл╬╟©ь╧и,0.0,0.0,0.0,0.0,14.07,None,None,0.0,0,0.0,2600411870.49,2579440887.24
2017-05-26,'000502,бл╬╟©ь╧и,0.0,0.0,0.0,0.0,14.07,None,None,0.0,0,0.0,2600411870.49,2579440887.24
2017-05-25,'000502,бл╬╟©ь╧и,0.0,0.0,0.0,0.0,14.07,None,None,0.0,0,0.0,2600411870.49,2579440887.24
2017-05-24,'000502,бл╬╟©ь╧и,0.0,0.0,0.0,0.0,14.07,None,None,0.0,0,0.0,2600411870.49,2579440887.24
2017-05-23,'000502,бл╬╟©ь╧и,14.07,14.07,12.49,12.56,12.79,1.28,10.0078,11.2022,20536976,274917963.44,2600411870.49,2579440887.24
2017-05-22,'000502,бл╬╟©ь╧и,12.79,13.19,12.05,12.15,12.16,0.63,5.1809,7.5153,13777729,174322418.98,2363842773.53,2344779598.28
2017-05-19,'000502,бл╬╟©ь╧и,12.16,12.32,11.8,11.87,11.85,0.31,2.616,2.7676,5073826,61024943.78,2247406421.12,2229282245.12
